City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Lyubim,RU,58.3625,40.6843,275.48,96,100,6.18,overcast clouds
342,Victoria,HK,22.2855,114.1577,299.44,48,98,8.94,overcast clouds
343,Emba,KZ,48.8264,58.1442,281.18,91,100,8.8,light rain
344,Kirksville,US,40.1948,-92.5833,284.03,83,0,2.06,clear sky
345,Gizo,SB,-8.103,156.8419,300.81,78,13,2.07,light rain
346,Narsaq,GL,60.9167,-46.05,266.27,71,10,2.11,clear sky
347,Wewak,PG,-3.5534,143.6268,301.08,81,31,3.22,scattered clouds
348,Bluefields,NI,12.0137,-83.7635,299.19,83,20,4.12,few clouds
349,Luan,CH,46.3592,6.9759,291.96,58,26,2.24,scattered clouds
350,Lamar,US,33.6668,-95.5836,288.35,97,0,0.0,clear sky
351,Sept-Iles,CA,50.2001,-66.3821,283.18,64,20,4.63,few clouds
352,Menongue,AO,-14.6585,17.691,300.86,39,88,0.63,overcast clouds
353,Ogulin,HR,45.2661,15.2286,289.6,61,6,0.54,clear sky
354,Meadow Lake,US,34.8014,-106.5436,285.09,39,32,2.1,scattered clouds
355,Rocha,UY,-34.4833,-54.3333,286.58,52,77,8.3,broken clouds
356,Guymon,US,36.6828,-101.4816,277.15,60,0,3.09,clear sky
357,Patiya,BD,22.2931,91.9762,302.12,84,2,3.6,haze
358,Kaputa,ZM,-8.4689,29.6619,300.24,57,74,4.06,light rain
359,Leningradskiy,RU,69.3833,178.4167,259.04,89,100,6.32,overcast clouds
360,Birao,CF,10.2849,22.7882,307.09,24,40,3.89,scattered clouds
361,Anderson,US,34.5334,-82.6499,288.1,99,100,1.34,mist
362,Chokurdakh,RU,70.6333,147.9167,245.44,100,63,1.98,broken clouds
363,Prainha,BR,-1.8,-53.48,307.27,46,90,3.13,overcast clouds
364,Rio Branco,BR,-9.9747,-67.81,305.49,58,0,5.14,clear sky
365,Margate,GB,51.3813,1.3862,289.99,82,75,1.79,broken clouds
366,Port Blair,IN,11.6667,92.75,300.11,76,1,4.36,clear sky
367,Edd,ER,13.9297,41.6925,304.33,50,50,7.6,scattered clouds
368,Namatanai,PG,-3.6667,152.4333,300.03,77,50,2.81,scattered clouds
369,Mangrol,IN,21.1167,70.1167,300.58,60,0,0.52,clear sky
370,Marsa Matruh,EG,31.3525,27.2453,296.26,53,40,5.14,scattered clouds
371,Da Lat,VN,11.9465,108.4419,287.22,83,100,0.48,overcast clouds
372,Hammelburg,DE,50.1167,9.9,289.82,75,100,0.93,overcast clouds
373,Chernyshevskiy,RU,63.0128,112.4714,258.08,98,67,1.24,broken clouds
374,Monticello,US,45.3055,-93.7941,283.7,81,0,0.0,clear sky
375,Huambo,AO,-12.7761,15.7392,293.74,68,61,4.03,moderate rain
376,Constantine,DZ,36.365,6.6147,300.82,18,0,3.6,clear sky
377,Sabang,ID,5.8933,95.3214,300.66,75,100,3.92,light rain
378,Santa Cruz,BO,-17.8,-63.1667,289.18,59,100,16.46,thunderstorm with light rain
379,Forio,IT,40.7342,13.8646,297.87,73,0,0.89,clear sky
380,Merauke,ID,-8.4667,140.3333,300.99,80,22,3.18,few clouds
381,Buraydah,SA,26.326,43.975,306.4,12,34,2.36,scattered clouds
382,Birjand,IR,32.8663,59.2211,294.41,19,20,4.12,few clouds
383,Tricase,IT,39.9304,18.3553,297.11,69,0,4.12,clear sky
384,La Cruz,MX,23.9167,-106.9,295.67,72,0,1.81,clear sky
385,Monroe,US,43.1501,-77.6831,287.75,65,100,0.45,overcast clouds
386,Keetmanshoop,NA,-26.5833,18.1333,305.68,11,97,3.71,overcast clouds
387,Sulangan,PH,11.1373,123.7228,301.88,76,85,3.91,overcast clouds
388,Bosaso,SO,11.2842,49.1816,300.14,83,0,3.6,clear sky
389,Olafsvik,IS,64.8945,-23.7142,280.05,89,86,4.99,overcast clouds
390,Alyangula,AU,-13.8483,136.4192,301.79,75,1,6.81,clear sky
391,Yelan,RU,50.949,43.7378,274.17,73,100,5.23,overcast clouds
392,Usinsk,RU,65.9939,57.5281,270.53,98,95,4.35,overcast clouds
393,Mokhsogollokh,RU,61.4681,128.9203,260.78,97,99,0.99,overcast clouds
394,Qarqin,AF,37.4185,66.0436,291.72,53,0,1.59,clear sky
395,Ellisras,ZA,-23.6649,27.7443,302.32,34,100,1.87,overcast clouds
396,Cururupu,BR,-1.8283,-44.8683,305.73,48,74,3.84,broken clouds
397,Tsaratanana,MG,-16.7833,47.65,301.99,41,62,4.73,broken clouds
398,Nynashamn,SE,58.9034,17.9479,285.46,93,48,3.71,scattered clouds
399,Ketchikan,US,55.3422,-131.6461,275.41,93,75,2.57,broken clouds
400,Saint-Philippe,RE,-21.3585,55.7679,297.92,83,52,4.3,broken clouds
401,Owosso,US,42.9978,-84.1766,286.82,95,100,0.0,mist
402,Kirovskiy,RU,45.0917,133.5136,279.55,80,100,2.43,overcast clouds
403,Poya,NC,-21.35,165.15,296.03,84,46,2.52,scattered clouds
404,Sayyan,YE,15.1718,44.3244,289.68,24,20,6.02,few clouds
405,Taltal,CL,-25.4,-70.4833,291.87,65,0,3.2,clear sky
406,Humenne,SK,48.9371,21.9163,285.97,97,6,0.76,clear sky
407,Sao Francisco De Assis,BR,-29.5503,-55.1311,282.47,86,100,7.55,light rain
408,Wanaka,NZ,-44.7,169.15,283.77,83,14,0.89,few clouds
409,Kaeo,NZ,-35.1,173.7833,286.66,94,19,1.64,few clouds
410,Broken Hill,AU,-31.95,141.4333,283.88,63,82,10.79,broken clouds
411,Kruisfontein,ZA,-34.0033,24.7314,289.2,55,95,5.49,overcast clouds
412,Gat,IL,31.61,34.7642,297.53,5,7,4.3,clear sky
413,Hooksett,US,43.0967,-71.4651,289.47,66,35,0.89,scattered clouds
414,Lethem,GY,3.3803,-59.7968,304.07,59,94,4.64,overcast clouds
415,Shingu,JP,33.7333,135.9833,291.42,89,100,4.53,moderate rain
416,Zhigansk,RU,66.7697,123.3711,251.99,100,96,1.81,overcast clouds
417,Rafai,CF,4.95,23.9167,302.05,64,7,0.92,clear sky
418,Jinxiang,CN,27.4327,120.6062,291.71,79,100,5.94,moderate rain
419,Harper,LR,4.375,-7.7169,300.72,74,77,3.45,light rain
420,Santarem,BR,-2.4431,-54.7083,304.22,70,40,7.72,scattered clouds
421,Gao,ML,16.6362,1.637,306.57,8,58,4.75,broken clouds
422,Urbana,US,40.1106,-88.2073,287.32,81,100,7.2,light rain
423,Kuzhithurai,IN,8.3167,77.1833,298.97,89,100,1.69,moderate rain
424,Kharp,RU,66.8014,65.8081,268.88,97,100,2.65,snow
425,Souillac,MU,-20.5167,57.5167,297.36,73,40,5.14,scattered clouds
426,Moranbah,AU,-22.0016,148.0466,297.83,77,47,6.89,scattered clouds
427,Talaya,RU,61.3833,152.75,243.92,94,60,0.69,broken clouds
428,Punta Cardon,VE,11.6581,-70.215,301.99,68,89,5.78,overcast clouds
429,Gustavo Diaz Ordaz,MX,26.2333,-98.5833,297.05,77,71,5.36,broken clouds
430,Jiazi,CN,22.8779,116.067,295.8,70,100,10.11,light rain
431,Bama,NG,11.5221,13.6856,307.42,17,81,7.61,broken clouds
432,Petropavlivka,UA,48.4564,36.4367,278.18,49,5,6.43,clear sky
433,Christchurch,NZ,-43.5333,172.6333,283.68,85,3,2.57,clear sky
434,Khandyga,RU,62.6667,135.6,260.04,90,100,0.99,overcast clouds
435,Bhag,PK,29.0415,67.8239,303.23,22,8,1.84,clear sky
436,Kavarna,BG,43.4333,28.3333,294.75,62,40,4.12,scattered clouds
437,Marhaura,IN,25.9667,84.8667,299.11,49,0,2.58,clear sky
438,Linhares,BR,-19.3911,-40.0722,300.49,67,100,1.44,overcast clouds
439,Suchiapa,MX,16.6167,-93.0833,297.09,82,48,1.15,scattered clouds
440,San Patricio,US,28.017,-97.5169,298.1,59,75,2.95,broken clouds
441,Mezen,RU,65.8522,44.24,274.04,85,66,3.22,broken clouds
442,Kidal,ML,18.4411,1.4078,304.43,9,100,7.55,overcast clouds
443,Hudson Bay,CA,52.85,-102.3842,278.33,59,89,5.11,overcast clouds
444,Laurel,US,39.0993,-76.8483,289.23,91,100,2.06,light rain
445,Verkhnevilyuysk,RU,63.4453,120.3167,257.04,98,100,1.1,overcast clouds
446,Nizhniy Tsasuchey,RU,50.5167,115.1333,268.08,52,0,8.85,clear sky
447,South Yuba City,US,39.1166,-121.6391,287.7,70,0,0.0,clear sky
448,Malpe,IN,13.35,74.7167,301.76,75,17,1.51,few clouds
449,Taitung,TW,22.7583,121.1444,297.52,89,100,6.54,moderate rain
450,Santa Lucia,ES,27.9117,-15.5407,295.8,69,20,8.75,few clouds
451,Greenfield,US,42.9614,-88.0126,285.16,87,75,1.54,mist
452,Maridi,SS,4.9158,29.4742,298.47,77,86,1.37,light rain
453,Alihe,CN,50.5667,123.7167,272.21,77,74,5.06,broken clouds
454,Berezovyy,RU,51.6667,135.7,272.88,86,100,0.75,overcast clouds
455,Zakharovo,RU,54.366,39.2792,274.13,91,100,8.04,snow
456,Cape Girardeau,US,37.3834,-89.7168,289.15,94,100,1.34,overcast clouds
457,Flinders,AU,-34.5833,150.8552,295.51,82,100,6.59,light rain
458,Asfi,MA,32.2994,-9.2372,295.53,66,91,4.01,overcast clouds
459,Rapid Valley,US,44.0625,-103.1463,283.36,35,0,4.47,clear sky
460,San Policarpo,PH,12.1791,125.5072,301.05,88,100,4.22,overcast clouds
461,Nanga Eboko,CM,4.6833,12.3667,298.86,70,87,0.97,light rain
462,Beohari,IN,24.05,81.3833,292.76,52,0,0.62,clear sky
463,Iskateley,RU,67.6803,53.1512,273.91,99,100,4.59,overcast clouds
464,Yarensk,RU,62.1675,49.0916,274.43,96,100,1.46,overcast clouds
465,Kodinsk,RU,58.6881,99.1844,268.22,67,88,1.02,overcast clouds
466,Malakal,SS,9.5334,31.6605,304.69,42,74,2.22,broken clouds
467,Shekhupura,PK,31.7131,73.9783,298.18,31,85,4.16,overcast clouds
468,Hay River,CA,60.8156,-115.7999,270.14,80,75,3.6,light snow
469,Ericeira,PT,38.9627,-9.4156,295.01,92,75,3.09,light intensity drizzle
470,Hamilton,US,39.1834,-84.5333,289.95,94,100,4.12,overcast clouds
471,Fortuna,US,40.5982,-124.1573,281.44,96,100,3.09,overcast clouds
472,Moratuwa,LK,6.773,79.8816,300.16,84,99,2.08,light rain
473,Luena,AO,-11.7833,19.9167,297.25,94,75,0.0,thunderstorm
474,Adrian,US,41.8975,-84.0372,289.12,97,100,0.45,mist
475,Vaitape,PF,-16.5167,-151.75,298.86,77,73,3.52,light rain
476,Shinuhayr,AM,39.4367,46.3179,283.1,49,1,2.98,clear sky
477,Prince Rupert,CA,54.3161,-130.3201,277.98,91,100,9.26,light rain
478,Armilla,ES,37.141,-3.6185,298.25,31,0,4.12,clear sky
479,Tahe,CN,52.3333,124.7333,273.61,98,100,1.37,light snow
480,Douentza,ML,14.9951,-2.9517,308.09,11,1,4.85,clear sky
481,San Jose,US,37.3394,-121.895,286.18,89,40,2.06,mist
482,Catamayo,EC,-3.9833,-79.35,294.29,56,20,1.03,few clouds
483,Nelson Bay,AU,-32.7167,152.15,294.31,96,100,4.02,moderate rain
484,Chitungwiza,ZW,-18.0127,31.0756,302.84,26,93,2.54,overcast clouds
485,Camacupa,AO,-12.0167,17.4833,293.26,71,100,4.2,overcast clouds
486,Faya,SA,18.3851,42.4509,295.21,40,26,3.19,scattered clouds
487,Planeta Rica,CO,8.4147,-75.5883,300.11,77,62,1.83,broken clouds
488,Zarubino,RU,42.63,131.0922,284.35,89,100,6.49,overcast clouds
489,Boguchany,RU,58.3814,97.4531,268.83,63,51,0.84,broken clouds
490,Xining,CN,36.6167,101.7667,279.23,45,1,0.17,clear sky
491,Chulym,RU,55.0997,80.9572,270.26,69,14,1.12,few clouds
492,Suileng,CN,47.25,127.0833,275.66,54,6,5.95,clear sky
493,Thohoyandou,ZA,-22.9456,30.485,295.65,75,96,6.6,light rain
494,Mabaruma,GY,8.2,-59.7833,299.91,81,100,1.25,overcast clouds
495,Luderitz,NA,-26.6481,15.1594,293.25,61,45,10.24,scattered clouds
496,Port-Gentil,GA,-0.7193,8.7815,301.13,89,75,4.63,thunderstorm with light rain
497,Lata,PT,40.1629,-8.3327,289.77,95,100,1.94,overcast clouds
498,Asind,IN,25.7333,74.3333,296.9,27,0,0.86,clear sky
499,Juodupe,LT,56.0833,25.6167,278.3,83,7,1.76,clear sky
500,Smidovich,RU,48.6,133.8167,278.31,96,100,3.48,overcast clouds
501,Thinadhoo,MV,0.5333,72.9333,298.98,82,100,3.08,overcast clouds
502,Morondava,MG,-20.2833,44.2833,301.15,69,15,4.26,few clouds
503,Nadym,RU,65.5333,72.5167,269.79,84,100,9.71,overcast clouds
504,Duluth,US,46.7833,-92.1066,283.82,66,0,2.57,clear sky
505,Bougouni,ML,11.417,-7.479,307.49,21,0,2.54,clear sky
506,Portland,US,45.5234,-122.6762,286.47,92,100,4.47,light rain
507,Concordia,AR,-31.393,-58.0209,287.19,47,75,8.05,broken clouds
508,Humaita,BR,-7.5061,-63.0208,309.3,39,78,1.58,broken clouds
509,Ascoli Piceno,IT,42.8548,13.5749,295.98,62,0,0.89,clear sky
510,Louga,RU,58.7372,29.8453,274.83,78,62,2.17,broken clouds
511,Iralaya,HN,15.0,-83.2333,300.96,78,67,5.3,light rain
512,Maldonado,UY,-34.6667,-54.9167,286.81,49,79,8.42,broken clouds
513,Leh,IN,34.1667,77.5833,275.33,42,95,1.98,overcast clouds
514,Walvis Bay,NA,-22.9575,14.5053,292.09,66,96,7.63,overcast clouds
515,Ustyuzhna,RU,58.8394,36.4321,275.08,81,100,5.8,overcast clouds
516,Vila Franca Do Campo,PT,37.7167,-25.4333,291.38,56,100,0.9,overcast clouds
517,Chimore,BO,-16.9833,-65.1333,291.0,99,100,2.0,light rain
518,Raudeberg,NO,61.9875,5.1352,285.35,64,56,7.93,broken clouds
519,Kamyshin,RU,50.0983,45.416,276.2,56,95,5.7,overcast clouds
520,Pecos,US,31.4229,-103.4932,282.61,76,0,2.06,clear sky
521,Warragul,AU,-38.1667,145.9333,282.65,99,100,2.4,moderate rain
522,Rivera,UY,-30.9053,-55.5508,288.29,47,99,7.92,overcast clouds
523,Kifri,IQ,34.6959,44.9661,298.04,34,65,2.39,broken clouds
524,Sawakin,SD,19.1059,37.3321,303.69,62,37,3.8,scattered clouds
525,Sidi Ali,DZ,36.0998,0.4206,300.21,29,7,2.45,clear sky
526,Luanda,AO,-8.8368,13.2343,300.41,75,67,7.63,light rain
527,Ulaanbaatar,MN,47.9077,106.8832,257.22,78,0,2.0,clear sky
528,Upington,ZA,-28.4478,21.2561,303.36,14,40,3.6,scattered clouds
529,Platanos,GR,37.6667,21.6167,298.46,47,16,1.81,few clouds
530,Betanzos,ES,43.2804,-8.2147,290.66,76,40,4.63,scattered clouds
531,Simao,CN,22.7886,100.9748,288.67,93,51,1.1,broken clouds
532,Ossora,RU,59.2353,163.0719,267.55,71,28,4.81,scattered clouds
533,Wattegama,LK,6.7989,81.4808,297.52,92,65,1.34,broken clouds
534,Nelson,NZ,-41.2833,173.2833,283.36,92,27,1.11,scattered clouds
535,Bac Lieu,VN,9.285,105.7244,299.52,79,100,1.08,overcast clouds
536,Smithers,CA,54.7804,-127.1743,273.33,93,100,1.03,light snow
537,Najran,SA,17.4924,44.1277,300.51,20,5,4.77,clear sky
538,Pitanga,BR,-24.7572,-51.7614,291.32,97,100,0.91,overcast clouds
539,Brae,GB,60.3964,-1.353,285.43,87,82,10.36,broken clouds
540,Sabha,LY,27.0377,14.4283,298.04,27,0,3.09,clear sky
541,Quime,BO,-16.9833,-67.2167,290.89,49,22,4.31,few clouds
542,Moengo,SR,5.6167,-54.4,302.97,63,99,1.08,overcast clouds
543,Westport,US,41.1415,-73.3579,290.79,79,20,2.24,few clouds
544,Alta Floresta,BR,-9.8756,-56.0861,306.05,58,0,2.06,clear sky
545,Jutai,BR,-5.1833,-68.9,307.41,47,81,1.39,broken clouds
546,Avera,US,33.194,-82.5271,292.25,77,92,3.8,overcast clouds
547,Alofi,NU,-19.0595,-169.9187,297.09,94,40,2.57,scattered clouds
548,Pervomayskoye,RU,43.919,46.7102,287.06,61,100,3.31,overcast clouds
549,Visnes,NO,59.3556,5.2242,286.94,82,75,6.17,broken clouds
550,San Carlos,VE,9.6612,-68.5827,300.31,85,39,1.53,scattered clouds
551,Altar,MX,30.7,-111.8167,292.15,29,0,0.68,clear sky
552,Turukhansk,RU,65.8167,87.9833,265.97,94,99,5.88,overcast clouds
553,Idrinskoye,RU,54.3708,92.1358,272.44,50,100,1.27,overcast clouds
554,Shiyan,CN,32.6475,110.7781,288.24,68,0,0.94,clear sky
555,Karratha,AU,-20.7377,116.8463,296.97,27,0,3.07,clear sky
556,Nantucket,US,41.2835,-70.0995,289.23,90,25,2.84,scattered clouds
557,Sabancuy,MX,18.9667,-91.1833,300.13,66,8,3.29,clear sky
558,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,293.09,26,86,8.45,overcast clouds
559,Biak,ID,-0.9131,122.8766,298.62,82,99,0.4,overcast clouds
560,Cabinda,AO,-5.55,12.2,300.63,76,61,3.74,broken clouds
561,Belyy Yar,RU,53.6039,91.3903,271.09,78,100,0.0,smoke
562,Nijar,ES,36.9665,-2.206,293.51,83,0,2.06,clear sky
563,La Quinta,US,33.6634,-116.31,294.92,16,7,1.32,clear sky
564,Daru,PG,-9.0763,143.2092,299.66,84,28,4.03,scattered clouds
565,Sao Francisco Do Sul,BR,-26.2433,-48.6381,298.1,78,20,1.03,few clouds
566,Itape,PY,-25.85,-56.6167,285.75,96,100,7.07,overcast clouds
567,Jacareacanga,BR,-6.2222,-57.7528,310.03,35,100,1.37,overcast clouds
568,Kuytun,RU,54.3419,101.5036,266.64,66,4,1.83,clear sky
569,Bani Walid,LY,31.7566,13.9942,296.78,38,1,4.52,clear sky
570,Naron,ES,43.5167,-8.1528,290.62,75,47,5.16,scattered clouds
571,Omsukchan,RU,62.5333,155.8,246.84,99,26,1.22,scattered clouds
572,Vidim,RU,56.4088,103.1106,264.34,67,86,0.35,overcast clouds
573,Ruidoso,US,33.3317,-105.673,282.52,65,100,1.54,overcast clouds
574,Lhanbryde,GB,57.6167,-3.2167,289.0,64,75,6.69,broken clouds
575,Melville,US,40.7934,-73.4151,290.78,73,0,1.34,clear sky
576,Eureka,US,40.8021,-124.1637,281.59,93,40,1.56,scattered clouds
577,Bontang,ID,0.1333,117.5,298.91,88,57,3.18,broken clouds
578,Zeya,RU,53.75,127.2667,273.18,97,100,3.52,snow
579,Wuwei,CN,37.9281,102.6414,282.37,30,23,1.91,few clouds
580,Vallenar,CL,-28.5708,-70.7581,297.63,30,0,3.52,clear sky
581,Tabuk,PH,17.4189,121.4443,297.53,91,100,3.77,overcast clouds
582,Luganville,VU,-15.5333,167.1667,298.44,84,5,1.11,clear sky
583,Kant,IN,27.8,79.8,296.47,44,0,0.63,clear sky
584,Adrar,MR,20.5022,-10.0711,306.12,9,2,5.96,clear sky
585,Hobyo,SO,5.3505,48.5268,299.99,73,4,5.76,clear sky
586,Igrim,RU,63.1906,64.4162,271.21,96,100,3.39,light snow
587,Havoysund,NO,70.9963,24.6622,278.56,85,100,4.43,overcast clouds
588,Mount Pleasant,US,32.7941,-79.8626,297.63,93,0,2.06,mist
589,Itainopolis,BR,-7.4469,-41.4783,312.0,25,28,1.69,scattered clouds
590,Boyolangu,ID,-8.1181,111.8935,297.62,90,89,1.71,overcast clouds
591,Katsuura,JP,35.1333,140.3,289.38,66,100,5.57,overcast clouds
592,Nome,US,64.5011,-165.4064,267.19,74,0,3.6,clear sky
593,Vangaindrano,MG,-23.35,47.6,296.59,80,0,5.28,clear sky
594,Erzin,TR,36.9559,36.2,295.14,42,12,1.13,few clouds
595,Naze,JP,28.3667,129.4833,295.66,91,100,8.65,light rain
596,San Andres,CO,12.5847,-81.7006,300.16,83,40,1.03,scattered clouds
597,Muzhi,RU,65.3667,64.6667,269.81,95,100,3.56,overcast clouds
598,Sturgeon Falls,CA,46.3646,-79.9326,283.09,67,100,2.3,overcast clouds
599,Cedar City,US,37.6775,-113.0619,275.59,86,0,1.54,clear sky
600,Puerto Quijarro,BO,-17.7833,-57.7667,295.76,82,94,5.54,overcast clouds
601,Sinnamary,GF,5.3833,-52.95,300.89,77,98,4.2,overcast clouds
602,The Valley,AI,18.217,-63.0578,303.61,79,75,6.69,broken clouds
603,Praia Da Vitoria,PT,38.7333,-27.0667,292.46,63,20,2.12,few clouds
604,Altamira,BR,-3.2033,-52.2064,303.2,79,75,2.57,broken clouds
605,Maputo,MZ,-25.9653,32.5892,294.41,78,100,6.72,light rain
606,Pasinler,TR,39.9803,41.6764,284.7,40,5,3.25,clear sky
607,Soure,BR,-0.7167,-48.5233,303.31,61,97,6.15,overcast clouds
608,Eregli,TR,37.5133,34.0467,287.87,38,46,0.72,scattered clouds
609,Yeppoon,AU,-23.1333,150.7333,297.03,86,0,6.94,clear sky
610,Save,BJ,8.0425,2.486,306.58,34,5,2.59,clear sky
611,Abu Samrah,SY,35.3029,37.1841,296.06,30,0,2.4,clear sky
612,Parrita,CR,9.5201,-84.3225,300.35,74,94,2.46,overcast clouds
613,Pangai,TO,-19.8,-174.35,298.3,85,70,6.44,broken clouds
614,Masindi,UG,1.6744,31.715,296.31,83,95,1.33,overcast clouds
615,Komsomolskiy,UZ,40.4272,71.7189,283.55,81,33,1.03,mist
616,Vanavara,RU,60.34,102.2797,264.65,93,80,2.08,broken clouds
617,Riyadh,SA,24.6877,46.7219,305.23,12,5,3.96,clear sky
618,Montgomery Village,US,39.1768,-77.1953,288.18,91,100,1.54,light rain
619,Calderitas,MX,18.55,-88.25,300.3,69,90,2.04,overcast clouds
620,Mapiripan,CO,2.8892,-72.1256,302.35,62,46,4.13,scattered clouds
621,Honningsvag,NO,70.9821,25.9704,278.34,86,97,5.21,overcast clouds
622,Lappersdorf,DE,49.0569,12.09,291.92,88,87,0.82,overcast clouds
623,Gobabis,NA,-22.45,18.9667,303.42,21,98,5.25,overcast clouds
624,Sola,VU,-13.8833,167.55,299.69,76,10,2.41,clear sky
625,Nampula,MZ,-15.1165,39.2666,304.32,35,82,6.27,broken clouds
626,Urengoy,RU,65.9667,78.3667,266.54,87,63,7.18,broken clouds
627,Jarabacoa,DO,19.1218,-70.6422,298.05,67,89,2.5,overcast clouds
628,Kutum,SD,14.2,24.6667,302.83,18,95,5.45,overcast clouds
629,Kedrovyy,RU,56.1667,91.8167,264.38,62,87,2.11,overcast clouds
630,Mazamari,PE,-11.3258,-74.5308,301.8,66,99,1.13,overcast clouds
631,Sira,IN,13.7453,76.9092,295.53,65,100,3.36,overcast clouds
632,Mae Ramat,TH,16.984,98.5166,297.48,89,12,1.01,few clouds
633,Cockburn Town,TC,21.4612,-71.1419,301.26,74,1,6.79,clear sky
634,Wajima,JP,37.4,136.9,289.82,71,81,4.26,broken clouds
635,Richards Bay,ZA,-28.783,32.0377,292.21,79,100,5.52,light rain
636,Loikaw,MM,19.6742,97.2094,293.32,79,25,1.57,scattered clouds
637,Bodden Town,KY,19.2833,-81.25,303.71,77,75,4.02,broken clouds
638,Socorro,US,31.6546,-106.3033,287.65,48,75,4.12,broken clouds
639,Nizwa,OM,22.9333,57.5333,300.89,36,18,1.79,few clouds
640,Vila Velha,BR,-20.3297,-40.2925,302.12,65,40,6.69,scattered clouds
641,Benguela,AO,-12.5763,13.4055,300.49,74,54,4.17,light rain
642,Chicama,PE,-7.8447,-79.1469,289.45,61,87,3.81,overcast clouds
643,Natal,BR,-5.795,-35.2094,305.51,42,20,5.14,few clouds
644,Spornoye,RU,50.8448,37.2913,274.92,71,78,6.47,broken clouds
645,Fort Morgan,US,40.2503,-103.8,276.83,60,0,6.17,clear sky
646,Manbij,SY,36.5281,37.9549,294.96,30,10,2.3,clear sky
647,San Lorenzo,PY,-25.3333,-57.5333,286.81,93,100,14.4,overcast clouds
648,Parabel,RU,58.6978,81.4825,268.0,83,16,2.45,few clouds
649,Pedasi,PA,7.5333,-80.0333,300.16,72,99,0.83,light rain
650,West Bay,KY,19.3667,-81.4167,303.75,86,75,3.09,broken clouds
651,Jalpan,MX,21.2333,-99.4833,293.29,82,76,0.92,broken clouds
652,Sur,OM,22.5667,59.5289,300.78,52,77,4.68,broken clouds
653,Sakakah,SA,29.9697,40.2064,303.91,32,5,4.41,clear sky
654,Ola,RU,59.5833,151.2833,263.25,56,51,3.13,broken clouds
655,Lishui,CN,28.4604,119.9103,289.67,86,100,1.74,overcast clouds
656,Ziro,IN,27.6333,93.8333,282.57,89,0,0.82,clear sky
657,Kalianget,ID,-7.05,113.9333,301.09,68,17,3.35,few clouds
658,Mareeba,AU,-17.0,145.4333,298.97,89,4,0.87,clear sky
659,Ayan,RU,56.45,138.1667,274.37,89,100,7.86,light snow
660,Barvinkove,UA,48.9097,37.0205,277.04,58,32,6.72,scattered clouds
661,Buala,SB,-8.145,159.5921,299.55,84,26,1.67,light rain
